1	1	18.12541214749217	-67.361651156097651		2014-11-15T10:26:12Z																					
2	1	18.125400999560952	-67.361519644036889		2014-11-15T10:26:17Z																					
3	1	18.125150045379996	-67.361189145594835		2014-11-15T10:26:30Z																					
4	1	18.12483798712492	-67.360888822004199		2014-11-15T10:26:44Z																					
5	1	18.124440684914589	-67.360595455393195		2014-11-15T10:27:00Z																					
6	1	18.124130135402083	-67.360298149287701		2014-11-15T10:27:14Z																					
7	1	18.123838361352682	-67.360021127387881		2014-11-15T10:27:27Z																					
8	1	18.123593777418137	-67.359692053869367		2014-11-15T10:27:40Z																					
9	1	18.123375177383423	-67.359386952593923		2014-11-15T10:27:52Z																					
10	1	18.123076362535357	-67.359120827168226		2014-11-15T10:28:05Z																					
11	1	18.122842088341713	-67.358878590166569		2014-11-15T10:28:16Z																					
12	1	18.122531035915017	-67.35862067900598		2014-11-15T10:28:29Z																					
13	1	18.122256025671959	-67.358367126435041		2014-11-15T10:28:41Z																					
14	1	18.121979674324393	-67.358116088435054		2014-11-15T10:28:53Z																					
15	1	18.121747244149446	-67.357912827283144		2014-11-15T10:29:03Z																					
16	1	18.121532499790192	-67.35768299549818		2014-11-15T10:29:13Z																					
17	1	18.121247347444296	-67.357398932799697		2014-11-15T10:29:26Z																					
18	1	18.120953142642975	-67.35711813904345		2014-11-15T10:29:39Z																					
19	1	18.120751138776541	-67.356919990852475		2014-11-15T10:29:48Z																					
20	1	18.120335228741169	-67.356589995324612		2014-11-15T10:30:05Z																					
21	1	18.119998276233673	-67.356264945119619		2014-11-15T10:30:20Z																					
22	1	18.119595441967249	-67.355931093916297		2014-11-15T10:30:37Z																					
23	1	18.119252370670438	-67.355563379824162		2014-11-15T10:30:53Z																					
24	1	18.118886668235064	-67.355266828089952		2014-11-15T10:31:08Z																					
25	1	18.118514930829406	-67.354988045990467		2014-11-15T10:31:23Z																					
26	1	18.118201782926917	-67.354692751541734		2014-11-15T10:31:37Z																					
27	1	18.117784280329943	-67.354313554242253		2014-11-15T10:31:55Z																					
28	1	18.117447160184383	-67.353948019444942		2014-11-15T10:32:11Z																					
29	1	18.117077182978392	-67.353608133271337		2014-11-15T10:32:27Z																					
30	1	18.116777278482914	-67.353251231834292		2014-11-15T10:32:42Z																					
31	1	18.116473350673914	-67.352932719513774		2014-11-15T10:32:56Z																					
32	1	18.116118628531694	-67.352625941857696		2014-11-15T10:33:11Z																					
33	1	18.1157954223454	-67.352338274940848		2014-11-15T10:33:25Z																					
34	1	18.115551928058267	-67.352051446214318		2014-11-15T10:33:37Z																					
35	1	18.115189662203193	-67.351656826213002		2014-11-15T10:33:54Z																					
36	1	18.114800825715065	-67.351336888968945		2014-11-15T10:34:10Z																					
37	1	18.114477368071675	-67.351042935624719		2014-11-15T10:34:24Z																					
38	1	18.114104038104415	-67.350762393325567		2014-11-15T10:34:39Z																					
39	1	18.113753087818623	-67.350450335070491		2014-11-15T10:34:54Z																					
40	1	18.113382942974567	-67.350160656496882		2014-11-15T10:35:09Z																					
41	1	18.113066693767905	-67.349868798628449		2014-11-15T10:35:23Z																					
42	1	18.112704427912831	-67.349572833627462		2014-11-15T10:35:38Z																					
43	1	18.112394381314516	-67.34927712008357		2014-11-15T10:35:52Z																					
44	1	18.112127836793661	-67.349016778171062		2014-11-15T10:36:04Z																					
45	1	18.111751573160291	-67.348695751279593		2014-11-15T10:36:20Z																					
46	1	18.111379584297538	-67.348363324999809		2014-11-15T10:36:36Z																					
47	1	18.110942719504237	-67.348015978932381		2014-11-15T10:36:54Z																					
48	1	18.110552877187729	-67.347658490762115		2014-11-15T10:37:11Z																					
49	1	18.110330756753683	-67.3474364541471		2014-11-15T10:37:21Z																					
50	1	18.109976621344686	-67.34713395126164		2014-11-15T10:37:36Z																					
51	1	18.109672358259559	-67.346818959340453		2014-11-15T10:37:50Z																					
52	1	18.109410423785448	-67.346546547487378		2014-11-15T10:38:02Z																					
53	1	18.109080763533711	-67.346304059028625		2014-11-15T10:38:15Z																					
54	1	18.108765352517366	-67.346059223636985		2014-11-15T10:38:28Z																					
55	1	18.108466621488333	-67.345786644145846		2014-11-15T10:38:41Z																					
56	1	18.108143750578165	-67.345455475151539		2014-11-15T10:38:56Z																					
57	1	18.107777796685696	-67.345072254538536		2014-11-15T10:39:13Z																					
58	1	18.107441179454327	-67.344745444133878		2014-11-15T10:39:28Z																					
59	1	18.107102466747165	-67.344373622909188		2014-11-15T10:39:44Z																					
60	1	18.106667781248689	-67.344063492491841		2014-11-15T10:40:01Z																					
61	1	18.106384053826332	-67.343741962686181		2014-11-15T10:40:15Z																					
62	1	18.106075348332524	-67.343390760943294		2014-11-15T10:40:30Z																					
63	1	18.105743592604995	-67.343102172017097		2014-11-15T10:40:44Z																					
64	1	18.105370262637734	-67.34276756644249		2014-11-15T10:41:00Z																					
65	1	18.105042781680822	-67.342433631420135		2014-11-15T10:41:15Z																					
66	1	18.104798197746277	-67.342149233445525		2014-11-15T10:41:27Z																					
67	1	18.104505250230432	-67.341917976737022		2014-11-15T10:41:39Z																					
68	1	18.104204842820764	-67.341603320091963		2014-11-15T10:41:53Z																					
69	1	18.103904267773032	-67.341288244351745		2014-11-15T10:42:07Z																					
70	1	18.103547533974051	-67.341037625446916		2014-11-15T10:42:21Z																					
71	1	18.103174287825823	-67.340706121176481		2014-11-15T10:42:37Z																					
72	1	18.10285703279078	-67.340396996587515		2014-11-15T10:42:51Z																					
73	1	18.102455120533705	-67.340013356879354		2014-11-15T10:43:09Z																					
